Name,Class,Parent,Centroid X µm,Centroid Y µm
PathCellObject,,Other,236.72,510.51
PathCellObject,,Other,280.44,514.43
Target: CD20,Target: CD20,Other,289.52,516.46
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,545.99,511.38
Target: CD68: CD8,Target: CD68: CD8,Other,330.26,513.78
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,167.8,516.42
Target: CD3,Target: CD3,Other,310.3,513.46
Target: CD68,Target: CD68,Other,384.26,516.97
Target: CD68,Target: CD68,Other,496.76,517.86
Target: CD3: CD8,Target: CD3: CD8,Other,513.3,517.66
Target: CD68,Target: CD68,Other,375.27,518.35
PathCellObject,,Other,413.34,517.42
Target: CD68,Target: CD68,Other,456.19,516.47
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,505.11,517.59
Target: CD20: CD68: CD3: CD4,Target: CD20: CD68: CD3: CD4,Other,180.85,519.41
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,190.1,519.12
Target: CD68,Target: CD68,Other,350.76,518.51
Target: CD68,Target: CD68,Other,437.45,516.4
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,520.87,519.05
Target: CD68,Target: CD68,Other,322.1,520.43
PathCellObject,,Other,233.61,519.76
Target: CD20: CD68: CD3: CD4: CD8,Target: CD20: CD68: CD3: CD4: CD8,Other,252.23,516.8
PathCellObject,,Other,301.13,516.78
PathCellObject,,Other,212.77,517.94
Target: CD8,Target: CD8,Other,336.58,517.3
PathCellObject,,Other,394.57,516.53
Target: CD68,Target: CD68,Other,403.51,519.81
PathCellObject,,Other,542.35,522.41
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,552.64,519.65
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,574.71,518.74
Target: CD3: CD8,Target: CD3: CD8,Other,533.38,520.78
PathCellObject,,Other,563.14,519.55
PathCellObject,,Other,359.5,521.05
Target: CD68: CD3: CD8,Target: CD68: CD3: CD8,Other,343.47,519.39
Target: CD4,Target: CD4,Other,464.68,521.21
Target: CD20: CD68: CD3: CD8,Target: CD20: CD68: CD3: CD8,Other,242.56,525.99
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,273.04,523.32
Target: CD20,Target: CD20,Other,310.27,523.09
PathCellObject,,Other,335.34,527.47
Target: CD68: CD4,Target: CD68: CD4,Other,395.51,525.58
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,583.76,525.11
Target: CD20: CD68: CD3: CD4,Target: CD20: CD68: CD3: CD4,Other,257.05,524.65
PathCellObject,,Other,296.41,524.78
Target: CD20: CD68: CD4,Target: CD20: CD68: CD4,Other,505.83,531.65
Target: CD3,Target: CD3,Other,570.1,524.36
PathCellObject,,Other,344.16,525.91
Target: CD68: CD4,Target: CD68: CD4,Other,388.48,526.47
Target: CD3: CD8,Target: CD3: CD8,Other,527,524.6
Target: CD3: CD4,Target: CD3: CD4,Other,366.42,526.09
PathCellObject,,Other,207.62,526.76
Target: CD68: CD3: CD4: FoxP3,Target: CD68: CD3: CD4: FoxP3,Other,217.05,527.75
PathCellObject,,Other,303.36,526.98
Target: CD68: CD4,Target: CD68: CD4,Other,450.17,525.72
Target: CD3: CD4: FoxP3,Target: CD3: CD4: FoxP3,Other,592.78,529.47
PathCellObject,,Other,373.85,527.97
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,576.3,527.08
Target: CD3: CD4: FoxP3,Target: CD3: CD4: FoxP3,Other,520.26,529.55
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,513.02,528.07
Target: CD3: CD4,Target: CD3: CD4,Other,356.3,528.23
PathCellObject,,Other,556.39,529.32
Target: CD68,Target: CD68,Other,314.45,528.68
PathCellObject,,Other,534.54,530.81
Target: CD68,Target: CD68,Other,381.53,530.29
PathCellObject,,Other,567.54,529.9
Target: CD68: CD3: CD4: CD8,Target: CD68: CD3: CD4: CD8,Other,158.71,530.65
Target: CD20,Target: CD20,Other,261.18,530.42
PathCellObject,,Other,406.37,530.67
Target: CD68,Target: CD68,Other,439.73,531.34
PathCellObject,,Other,488.12,530.58
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,200.56,532.05
PathCellObject,,Other,457.1,533.36
PathCellObject,,Other,347.84,533.04
Target: CD68,Target: CD68,Other,469.16,532.75
Target: CD3: CD4: FoxP3,Target: CD3: CD4: FoxP3,Other,302.16,536.33
Target: CD68,Target: CD68,Other,324.91,534.99
Target: CD68,Target: CD68,Other,478.11,536.93
Target: CD3: CD4: FoxP3,Target: CD3: CD4: FoxP3,Other,368.65,534.69
PathCellObject,,Other,561.66,536.32
Target: CD68,Target: CD68,Other,275.48,534.15
PathCellObject,,Other,288.26,533.83
Target: CD68,Target: CD68,Other,357.92,534.98
Target: CD4,Target: CD4,Other,526.01,537.39
Target: CD68,Target: CD68,Other,313.39,537.87
Target: CD3: FoxP3,Target: CD3: FoxP3,Other,217.38,535.5
PathCellObject,,Other,226.78,534.83
PathCellObject,,Other,399.06,536.62
PathCellObject,,Other,574.19,536.53
Target: CD68,Target: CD68,Other,377.17,539.43
Target: CD20: CD4,Target: CD20: CD4,Other,165.06,538.14
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,186.96,536.89
Target: CD68,Target: CD68,Other,265.98,537.7
Target: CD68,Target: CD68,Other,334.05,539.39
Target: CD68,Target: CD68,Other,537.92,538.03
Target: CD68: CD4,Target: CD68: CD4,Other,387.14,539.76
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,199.48,544.18
PathCellObject,,Other,351.44,540.97
Target: CD20: CD68,Target: CD20: CD68,Other,257.54,540.84
Target: CD20: CD68,Target: CD20: CD68,Other,172.81,539.35
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,235.8,541.39
Target: CD3: CD4,Target: CD3: CD4,Other,497.76,541.68
Target: CD20: CD68: CD8,Target: CD20: CD68: CD8,Other,178.24,541.46
Target: FoxP3,Target: FoxP3,Other,371.06,542.65
Target: CD68,Target: CD68,Other,469.51,544.04
PathCellObject,,Other,207.52,542.15
Target: CD68: CD4,Target: CD68: CD4,Other,248.47,543.74
Target: CD3: CD4,Target: CD3: CD4,Other,294.1,543.01
Target: CD68,Target: CD68,Other,545.03,541.68
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,216.19,543.73
Target: CD68,Target: CD68,Other,283.7,548.24
Target: CD68: CD8,Target: CD68: CD8,Other,363.35,543.1
PathCellObject,,Other,487.24,546.01
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,583.78,543.76
Target: CD68,Target: CD68,Other,273.77,544.61
Target: CD20,Target: CD20,Other,168.92,547.12
Target: CD3: FoxP3,Target: CD3: FoxP3,Other,410.61,544.32
Target: CD68: CD4,Target: CD68: CD4,Other,535.1,549.18
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,569.71,548.68
Target: CD68,Target: CD68,Other,398.89,547.25
Target: CD3: CD8,Target: CD3: CD8,Other,551.48,546.75
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,182.03,549.4
Target: CD3: CD4: FoxP3,Target: CD3: CD4: FoxP3,Other,194.13,548.89
PathCellObject,,Other,225.29,549.32
Target: CD68,Target: CD68,Other,268.43,551.51
PathCellObject,,Other,560.03,549.12
Target: CD3: CD4,Target: CD3: CD4,Other,255.73,553.28
PathCellObject,,Other,421.29,548.57
PathCellObject,,Other,346.6,551.34
PathCellObject,,Other,357.62,550.71
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,385.61,552.23
Target: CD3: FoxP3,Target: CD3: FoxP3,Other,188.65,554.42
Target: CD68,Target: CD68,Other,297.78,551.68
PathCellObject,,Other,212.59,551.38
PathCellObject,,Other,237.2,554.02
Target: CD68,Target: CD68,Other,403.27,552.85
Target: CD3,Target: CD3,Other,479.77,551.99
Target: CD68,Target: CD68,Other,415.53,554.48
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,366.51,554.57
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,146.04,555.46
Target: CD68,Target: CD68,Other,377.05,555.35
Target: CD8,Target: CD8,Other,554.56,557.56
Target: CD8,Target: CD8,Other,409.07,558.95
PathCellObject,,Other,430.63,553.01
Target: CD68,Target: CD68,Other,463.27,557.1
PathCellObject,,Other,216.6,557.94
Target: CD68,Target: CD68,Other,444.8,555.56
Target: CD20: CD68,Target: CD20: CD68,Other,162.64,558.8
Target: CD4,Target: CD4,Other,246.6,559.8
Target: CD68: CD4,Target: CD68: CD4,Other,260.65,560.32
Target: CD68,Target: CD68,Other,285.12,560.66
PathCellObject,,Other,297.89,562.73
Target: CD3: CD4,Target: CD3: CD4,Other,485.56,560.14
PathCellObject,,Other,227.89,561.6
Target: CD20: CD68,Target: CD20: CD68,Other,437.13,561.98
PathCellObject,,Other,351.32,561.59
PathCellObject,,Other,396.89,561.63
Target: CD20,Target: CD20,Other,477.85,566.32
PathCellObject,,Other,193.41,562.05
Target: CD3: CD4,Target: CD3: CD4,Other,209.54,562.66
Target: CD20: CD68: CD3: CD4,Target: CD20: CD68: CD3: CD4,Other,376.98,564.39
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,503.35,562.81
Target: CD68: CD3: CD8,Target: CD68: CD3: CD8,Other,517.47,564.92
Target: CD68: CD8,Target: CD68: CD8,Other,545.31,563.65
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,527.77,562.47
Target: CD68: CD4: FoxP3,Target: CD68: CD4: FoxP3,Other,425.13,564.92
Target: CD20: CD68,Target: CD20: CD68,Other,201,567.59
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,535.96,564.2
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,218.21,567.35
PathCellObject,,Other,452.36,564.56
Target: CD68,Target: CD68,Other,359.22,567.25
Target: CD68,Target: CD68,Other,368.09,569.01
PathCellObject,,Other,471.24,570.28
Target: CD4,Target: CD4,Other,178.33,565.94
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,338.63,566.84
Target: CD8,Target: CD8,Other,462.9,570.83
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,555.27,569.33
Target: CD20,Target: CD20,Other,282.4,570.4
Target: CD3: CD8,Target: CD3: CD8,Other,575.45,569.28
Target: CD20,Target: CD20,Other,238.29,568.61
Target: CD8,Target: CD8,Other,273.04,567.92
Target: CD68,Target: CD68,Other,323.45,568.56
Target: CD20: CD3,Target: CD20: CD3,Other,492.65,569.63
Target: CD68: CD3: CD4: CD8,Target: CD68: CD3: CD4: CD8,Other,508.19,572.97
Target: CD3: CD8: FoxP3,Target: CD3: CD8: FoxP3,Other,148.6,572.5
PathCellObject,,Other,399.22,571.62
Target: CD68,Target: CD68,Other,246.78,573.47
PathCellObject,,Other,452.93,573.49
Target: CD3: CD4: CD8: FoxP3,Target: CD3: CD4: CD8: FoxP3,Other,527.26,572.94
Target: CD68,Target: CD68,Other,261.93,572.77
Target: CD20,Target: CD20,Other,387.4,571.88
Target: CD4: FoxP3,Target: CD4: FoxP3,Other,181.02,574.17
Target: CD20,Target: CD20,Other,228.17,571.94
Target: CD20,Target: CD20,Other,421.59,572.65
Target: CD20: CD68,Target: CD20: CD68,Other,538.75,573.91
Target: CD3: CD4,Target: CD3: CD4,Other,564,573.21
Target: CD68: CD3: CD4: CD8,Target: CD68: CD3: CD4: CD8,Other,157.79,572.05
Target: CD20,Target: CD20,Other,351.01,575.01
Target: CD68,Target: CD68,Other,444.15,572.84
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,215.88,576.28
Target: CD68,Target: CD68,Other,378.56,578.3
Target: CD68,Target: CD68,Other,304.51,574.09
PathCellObject,,Other,316.46,574.11
PathCellObject,,Other,342.37,576.97
PathCellObject,,Other,485.46,579.25
Target: CD68,Target: CD68,Other,291.44,576.52
Target: CD3,Target: CD3,Other,332.97,578.54
Target: CD3,Target: CD3,Other,438.5,577.85
Target: CD8,Target: CD8,Other,425.89,582.32
PathCellObject,,Other,415.97,577.35
Target: CD3: CD4,Target: CD3: CD4,Other,276.99,578.99
Target: CD3: CD8,Target: CD3: CD8,Other,577.5,579.81
Target: CD4,Target: CD4,Other,159.14,583.34
PathCellObject,,Other,400.1,580.66
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,225.84,581.47
Target: CD68,Target: CD68,Other,364.9,583.59
Target: CD68,Target: CD68,Other,451.71,581.08
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,193.53,580.49
Target: CD68: CD3: CD4: CD8,Target: CD68: CD3: CD4: CD8,Other,269.24,580.64
Target: CD68,Target: CD68,Other,519.24,581.18
Target: CD20: CD68,Target: CD20: CD68,Other,204.23,580.78
PathCellObject,,Other,252.95,582.95
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,312.01,583.74
PathCellObject,,Other,529.67,582.47
Target: CD3,Target: CD3,Other,563.42,582.08
Target: CD3: CD4,Target: CD3: CD4,Other,506.34,582.98
Target: CD3: CD4,Target: CD3: CD4,Other,571.72,582.17
Target: CD3: CD4,Target: CD3: CD4,Other,170.43,587.1
Target: CD3: CD4,Target: CD3: CD4,Other,185.33,586.06
PathCellObject,,Other,319.07,585.75
Target: CD3: CD4,Target: CD3: CD4,Other,176.98,583.75
Target: CD68: CD3,Target: CD68: CD3,Other,302.53,585.24
PathCellObject,,Other,346.04,586.74
PathCellObject,,Other,407.18,586.63
Target: CD3: CD8,Target: CD3: CD8,Other,271.07,589.76
Target: CD68,Target: CD68,Other,328.81,587.16
Target: CD68,Target: CD68,Other,285.68,587.45
Target: CD20: CD68,Target: CD20: CD68,Other,512.64,588.59
Target: CD3: CD4: FoxP3,Target: CD3: CD4: FoxP3,Other,556.5,589.14
Target: CD4,Target: CD4,Other,569.46,590.23
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,261.64,590.37
PathCellObject,,Other,454.98,590.62
Target: CD3: CD4,Target: CD3: CD4,Other,206.41,591.34
Target: CD68: CD3: FoxP3,Target: CD68: CD3: FoxP3,Other,294.49,589.5
Target: CD68,Target: CD68,Other,446.02,592.5
PathCellObject,,Other,279.15,591.7
Target: CD3: CD4,Target: CD3: CD4,Other,528.29,591.56
PathCellObject,,Other,580.55,588.87
Target: CD4,Target: CD4,Other,246.07,591.74
Target: CD3: CD8,Target: CD3: CD8,Other,215.72,593.12
Target: CD68: CD3: CD4: FoxP3,Target: CD68: CD3: CD4: FoxP3,Other,229.99,594.79
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,310.3,596.33
PathCellObject,,Other,412.78,591.82
PathCellObject,,Other,426.55,594.72
PathCellObject,,Other,436.1,595.8
PathCellObject,,Other,302.47,596.54
Target: CD3: CD4: FoxP3,Target: CD3: CD4: FoxP3,Other,343.01,596.57
PathCellObject,,Other,404.44,595.97
Target: CD20,Target: CD20,Other,503.8,596.77
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,547.23,596.01
Target: CD68: CD3: CD4: FoxP3,Target: CD68: CD3: CD4: FoxP3,Other,536.48,598.93
Target: CD20: FoxP3,Target: CD20: FoxP3,Other,577.55,597.56
PathCellObject,,Other,256.43,597.73
PathCellObject,,Other,413.69,599.58
Target: CD3: CD4,Target: CD3: CD4,Other,516.8,598.09
Target: CD68: CD3,Target: CD68: CD3,Other,285.9,601.08
Target: CD68,Target: CD68,Other,294.64,598.57
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,566.85,598.12
Target: CD20,Target: CD20,Other,271.34,600.86
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,218.12,602.5
PathCellObject,,Other,423.25,601.86
Target: CD20: CD3: CD4: FoxP3,Target: CD20: CD3: CD4: FoxP3,Other,573.41,602.46
Target: CD68,Target: CD68,Other,485.39,600.22
Target: CD68: CD3: CD8,Target: CD68: CD3: CD8,Other,553.05,604.5
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,562.06,603.16
PathCellObject,,Other,249.69,604.85
PathCellObject,,Other,337.44,606.91
PathCellObject,,Other,261.25,605.66
Target: CD68,Target: CD68,Other,298.68,606.15
Target: CD3: CD4: FoxP3,Target: CD3: CD4: FoxP3,Other,497,610.55
Target: CD3,Target: CD3,Other,235.38,605.19
Target: CD3,Target: CD3,Other,182.22,604
PathCellObject,,Other,357.21,606.42
PathCellObject,,Other,400.38,606.03
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,443.81,607.46
Target: CD68,Target: CD68,Other,478.22,606.83
Target: CD4,Target: CD4,Other,522.75,607.44
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,573.89,607.52
PathCellObject,,Other,425.38,608.68
Target: CD3: CD4,Target: CD3: CD4,Other,511.26,608.9
PathCellObject,,Other,272.93,609.78
PathCellObject,,Other,310.24,611.18
PathCellObject,,Other,220.44,610.29
Target: CD68,Target: CD68,Other,413.12,611.7
Target: CD20,Target: CD20,Other,189.24,609.81
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,532.1,612.42
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,563.97,612.67
Target: CD68: CD4,Target: CD68: CD4,Other,542.43,614.48
Target: CD3: CD8,Target: CD3: CD8,Other,197.62,613.14
PathCellObject,,Other,261.85,614.21
Target: CD68,Target: CD68,Other,458.76,612.77
PathCellObject,,Other,231.56,614.99
Target: CD68,Target: CD68,Other,288.24,615.06
Target: CD68,Target: CD68,Other,471.41,616.8
Target: CD3: CD4,Target: CD3: CD4,Other,518.83,615.8
Target: CD3: CD4,Target: CD3: CD4,Other,575.11,616.33
Target: CD3: CD4: FoxP3,Target: CD3: CD4: FoxP3,Other,587.97,615.45
Target: FoxP3,Target: FoxP3,Other,348.2,617.93
PathCellObject,,Other,300.26,615.87
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,152.39,616.79
PathCellObject,,Other,425.76,619.29
PathCellObject,,Other,440.93,620.23
Target: CD3: CD8,Target: CD3: CD8,Other,140.2,617.02
Target: CD68,Target: CD68,Other,212.78,616.62
Target: CD68,Target: CD68,Other,366.23,618.93
Target: CD68,Target: CD68,Other,484.23,620
PathCellObject,,Other,553.52,619.7
PathCellObject,,Other,244.53,619.23
Target: CD68,Target: CD68,Other,318.59,619.41
Target: CD68,Target: CD68,Other,182.48,619.1
Target: CD68,Target: CD68,Other,271.39,619.05
PathCellObject,,Other,278.68,621.09
PathCellObject,,Other,508.33,622.27
Target: CD3,Target: CD3,Other,253.88,622.23
Target: CD68: CD3: CD4: CD8,Target: CD68: CD3: CD4: CD8,Other,195.02,623.68
Target: CD68,Target: CD68,Other,224.23,622.17
PathCellObject,,Other,294.66,624.29
Target: CD20: CD3,Target: CD20: CD3,Other,564.81,622.33
Target: CD3: CD4: FoxP3,Target: CD3: CD4: FoxP3,Other,166.79,622.3
PathCellObject,,Other,305.07,624.78
Target: CD4,Target: CD4,Other,145.97,628.35
Target: CD3: CD4,Target: CD3: CD4,Other,217.06,625.66
Target: CD68: CD3: FoxP3,Target: CD68: CD3: FoxP3,Other,237.51,626.04
Target: CD8,Target: CD8,Other,263.22,625.49
Target: CD68: CD3: CD8,Target: CD68: CD3: CD8,Other,334.26,623.55
PathCellObject,,Other,743.23,625.83
Target: CD68: CD3,Target: CD68: CD3,Other,176.73,625.04
Target: CD68,Target: CD68,Other,205.77,622.47
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,572.35,625.21
Target: CD68: CD3,Target: CD68: CD3,Other,452.44,625
PathCellObject,,Other,519.1,626.61
PathCellObject,,Other,498.95,628.04
Target: CD68,Target: CD68,Other,528.98,625.28
Target: CD68: CD3: CD4: CD8,Target: CD68: CD3: CD4: CD8,Other,188.16,629.65
PathCellObject,,Other,484.75,630.33
Target: CD3,Target: CD3,Other,587.03,628.33
PathCellObject,,Other,230.45,629.88
Target: CD68: CD8,Target: CD68: CD8,Other,344.75,630.4
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,559.05,629.68
Target: CD8,Target: CD8,Other,283.24,632.09
Target: CD20,Target: CD20,Other,403.34,629.05
Target: CD68,Target: CD68,Other,205.42,630.16
PathCellObject,,Other,315.43,631.37
Target: CD3: CD4,Target: CD3: CD4,Other,159.87,630.83
PathCellObject,,Other,361.2,633.3
Target: CD20,Target: CD20,Other,567.63,631.19
PathCellObject,,Other,597.5,630.13
PathCellObject,,Other,429.2,630.37
Target: CD3: CD4,Target: CD3: CD4,Other,169.46,636.21
PathCellObject,,Other,269.65,633.57
Target: CD3,Target: CD3,Other,330.23,631.86
Target: CD68: CD3,Target: CD68: CD3,Other,438.51,634.64
Target: CD3: CD4,Target: CD3: CD4,Other,449.14,633.3
Target: CD4: FoxP3,Target: CD4: FoxP3,Other,219.18,636.99
Target: CD68: CD4,Target: CD68: CD4,Other,475.5,635.28
Target: CD20: CD68: CD3: CD4: FoxP3,Target: CD20: CD68: CD3: CD4: FoxP3,Other,551.92,635.63
Target: CD20,Target: CD20,Other,302.53,636.67
PathCellObject,,Other,535.75,636.14
Target: CD68,Target: CD68,Other,245.36,634.68
PathCellObject,,Other,351.07,639.67
Target: CD20,Target: CD20,Other,519.27,637.25
Target: CD3: CD4,Target: CD3: CD4,Other,576.46,635.03
PathCellObject,,Other,324.8,638.84
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,183.46,638.92
PathCellObject,,Other,380.89,638.58
Target: CD68,Target: CD68,Other,238.36,638.44
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,454.55,639.61
Target: CD3: CD4,Target: CD3: CD4,Other,149.54,638.88
Target: CD3,Target: CD3,Other,593.42,639.74
Target: CD4,Target: CD4,Other,493.07,641.2
Target: FoxP3,Target: FoxP3,Other,505.94,638.51
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,567.58,642.04
PathCellObject,,Other,262.35,641.48
Target: CD3,Target: CD3,Other,583.28,641.33
Target: CD8,Target: CD8,Other,335.64,642.88
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,430.63,642.18
Target: CD4,Target: CD4,Other,137.98,642.54
PathCellObject,,Other,526.89,645.26
Target: CD3: FoxP3,Target: CD3: FoxP3,Other,512.15,643.75
Target: CD3: CD4,Target: CD3: CD4,Other,561.87,643.08
PathCellObject,,Other,235.88,644.64
PathCellObject,,Other,368.2,645.09
PathCellObject,,Other,313.26,647.38
Target: CD3: CD8,Target: CD3: CD8,Other,223.54,648.53
PathCellObject,,Other,205.75,646.63
PathCellObject,,Other,250.35,644.62
Target: CD3: CD4,Target: CD3: CD4,Other,575.68,645.95
PathCellObject,,Other,6.425,646.34
Target: CD3,Target: CD3,Other,549.34,647.23
Target: CD3: CD4,Target: CD3: CD4,Other,558.96,646.91
Target: CD4,Target: CD4,Other,150.16,650.02
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,589.79,648.83
Target: CD3: CD4,Target: CD3: CD4,Other,163.07,647.71
PathCellObject,,Other,257.74,655.34
PathCellObject,,Other,192.5,648.08
Target: CD68: CD3: CD4: CD8,Target: CD68: CD3: CD4: CD8,Other,440.88,649.43
Target: CD20: CD68: CD4,Target: CD20: CD68: CD4,Other,451.62,649.89
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,488.46,650.06
Target: CD3: CD4,Target: CD3: CD4,Other,179.88,650.12
PathCellObject,,Other,372.85,654.42
Target: CD68: CD3,Target: CD68: CD3,Other,502.87,651.64
Target: CD20,Target: CD20,Other,579.14,654.17
Target: CD68,Target: CD68,Other,430.36,651.71
Target: CD3: CD4,Target: CD3: CD4,Other,556.05,654.18
Target: CD20,Target: CD20,Other,300.42,653.53
Target: CD3: CD4,Target: CD3: CD4,Other,569.26,653.13
Target: CD20,Target: CD20,Other,417.47,655.93
PathCellObject,,Other,540.21,655.96
Target: CD3: CD8,Target: CD3: CD8,Other,236.99,655.44
Target: CD3: CD4,Target: CD3: CD4,Other,168.56,656.32
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,446.03,655.82
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,591.17,657.55
Target: CD3: CD4: FoxP3,Target: CD3: CD4: FoxP3,Other,189.43,658.1
Target: CD68: FoxP3,Target: CD68: FoxP3,Other,207.2,659.63
Target: CD3: CD8,Target: CD3: CD8,Other,226.2,658.54
PathCellObject,,Other,246.16,657.47
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,561.3,658.85
PathCellObject,,Other,15.68,657.35
Target: CD68,Target: CD68,Other,157.58,659.71
Target: CD3: CD4,Target: CD3: CD4,Other,176.87,658.68
Target: CD20,Target: CD20,Other,428.37,659.83
Target: CD3,Target: CD3,Other,486.54,658.72
Target: CD3,Target: CD3,Other,313.34,660.91
Target: CD68,Target: CD68,Other,439.68,662.5
Target: CD20: CD3,Target: CD20: CD3,Other,506.32,664.93
Target: CD68,Target: CD68,Other,333.46,659.12
Target: CD20,Target: CD20,Other,459.4,658.34
PathCellObject,,Other,3.732,661.39
PathCellObject,,Other,26.85,661.43
Target: CD3: CD4,Target: CD3: CD4,Other,569.39,662.53
PathCellObject,,Other,197.01,664.15
Target: CD20: CD68,Target: CD20: CD68,Other,323.27,659.9
PathCellObject,,Other,450.98,661.16
Target: CD8,Target: CD8,Other,297.32,664.83
PathCellObject,,Other,474.73,662
PathCellObject,,Other,373.78,665.49
Target: CD3: CD8,Target: CD3: CD8,Other,584.09,668.61
PathCellObject,,Other,385.17,665.22
Target: CD3,Target: CD3,Other,466.12,665.74
Target: CD3,Target: CD3,Other,495.57,663.31
Target: CD68: CD3: CD4: CD8: FoxP3,Target: CD68: CD3: CD4: CD8: FoxP3,Other,590.75,664.86
Target: CD3: CD4: FoxP3,Target: CD3: CD4: FoxP3,Other,171.62,667.28
Target: CD3: CD8,Target: CD3: CD8,Other,230.67,666.74
Target: CD8,Target: CD8,Other,238.95,665.96
Target: CD3,Target: CD3,Other,552.14,666.37
Target: CD3: CD4,Target: CD3: CD4,Other,182.11,667.34
PathCellObject,,Other,420.48,667.81
Target: CD3,Target: CD3,Other,189.78,669.74
Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Other,214.09,665.56
Target: CD68: CD4,Target: CD68: CD4,Other,221.79,669.12
PathCellObject,,Other,324.29,669.56
PathCellObject,,Other,479.82,669.01
Target: CD20,Target: CD20,Other,576.53,668.63
Target: CD68,Target: CD68,Other,149.5,667.78
Target: CD4,Target: CD4,Other,304.07,668.81
PathCellObject,,Other,431.07,669.04
Target: CD68: CD4,Target: CD68: CD4,Other,453.98,670.68
Target: CD20: CD8,Target: CD20: CD8,Other,540.03,670.46
PathCellObject,,Other,334.8,672.2
Target: CD3,Target: CD3,Other,495.44,670.49
Target: CD68: CD3: FoxP3,Target: CD68: CD3: FoxP3,Other,595.46,672.02
PathCellObject,,Other,247.38,673.26
Target: CD3,Target: CD3,Other,411.11,669.49
PathCellObject,,Other,269.56,670.52
Target: CD68,Target: CD68,Other,256.47,669.98
PathCellObject,,Other,280.87,670.63
PathCellObject,,Other,487.53,674.05
PathCellObject,,Other,358.97,673.15
Target: CD3: CD4: CD8: FoxP3,Target: CD3: CD4: CD8: FoxP3,Other,568.18,674.84
Target: CD3,Target: CD3,Other,161.58,672.79
Target: CD3,Target: CD3,Other,169.64,675.7
PathCellObject,,Other,210.04,673.08
PathCellObject,,Other,236.12,674.28
Target: CD68: CD3: CD8,Target: CD68: CD3: CD8,Other,530.98,673.58
Target: CD20,Target: CD20,Other,514.04,671.32
Target: CD3: CD4,Target: CD3: CD4,Other,306.66,673.8
